user_id,signup_date,signup_month,acquisition_channel,city_tier,age_bracket,risk_profile
NV400909,2026-01-10,2026-01,Influencer/Content,Tier 1,35-44,Conservative
NV400910,2026-01-27,2026-01,Referral,Tier 1,25-34,Moderate
NV400911,2026-01-04,2026-01,Organic App Store,Tier 3,25-34,Aggressive
NV400912,2026-01-26,2026-01,Paid Ads,Tier 3,35-44,Moderate
NV400913,2026-01-26,2026-01,Influencer/Content,Tier 2,25-34,Moderate
NV400914,2026-01-02,2026-01,Paid Ads,Tier 1,18-24,Conservative
NV400915,2026-01-21,2026-01,Referral,Tier 1,35-44,Moderate
NV400916,2026-01-19,2026-01,Referral,Tier 2,25-34,Aggressive
NV400917,2026-01-04,2026-01,Referral,Tier 1,25-34,Aggressive
NV400918,2026-01-09,2026-01,Organic App Store,Tier 2,25-34,Moderate
NV400919,2026-01-10,2026-01,Organic App Store,Tier 2,35-44,Moderate
NV400920,2026-01-22,2026-01,Organic App Store,Tier 2,35-44,Conservative
NV400921,2026-01-24,2026-01,Organic App Store,Tier 2,25-34,Moderate
NV400922,2026-01-26,2026-01,Influencer/Content,Tier 1,25-34,Moderate
NV400923,2026-01-12,2026-01,Organic App Store,Tier 1,35-44,Aggressive
NV400924,2026-01-21,2026-01,Paid Ads,Tier 2,45-54,Conservative
NV400925,2026-01-19,2026-01,Referral,Tier 2,25-34,Moderate
NV400926,2026-01-05,2026-01,Paid Ads,Tier 1,25-34,Aggressive
NV400927,2026-01-16,2026-01,Referral,Tier 1,35-44,Conservative
NV400928,2026-01-13,2026-01,Referral,Tier 1,35-44,Conservative
NV400929,2026-01-18,2026-01,Influencer/Content,Tier 2,18-24,Conservative
NV400930,2026-01-13,2026-01,Influencer/Content,Tier 1,35-44,Aggressive
NV400931,2026-01-10,2026-01,Influencer/Content,Tier 1,18-24,Aggressive
NV400932,2026-01-03,2026-01,Influencer/Content,Tier 1,25-34,Aggressive
NV400933,2026-01-13,2026-01,Referral,Tier 2,25-34,Aggressive
NV400934,2026-01-19,2026-01,Influencer/Content,Tier 1,18-24,Conservative
NV400935,2026-01-08,2026-01,Paid Ads,Tier 1,18-24,Moderate
NV400936,2026-01-28,2026-01,Paid Ads,Tier 2,35-44,Moderate
NV400937,2026-01-26,2026-01,Referral,Tier 1,35-44,Moderate
NV400938,2026-01-06,2026-01,Paid Ads,Tier 3,35-44,Conservative
NV400939,2026-01-06,2026-01,Referral,Tier 3,25-34,Aggressive
NV400940,2026-01-05,2026-01,Referral,Tier 1,45-54,Moderate
NV400941,2026-01-29,2026-01,Referral,Tier 1,25-34,Conservative
NV400942,2026-01-17,2026-01,Referral,Tier 1,35-44,Conservative
NV400943,2026-01-10,2026-01,Paid Ads,Tier 2,45-54,Conservative
NV400944,2026-01-25,2026-01,Organic App Store,Tier 1,25-34,Conservative
NV400945,2026-01-09,2026-01,Referral,Tier 2,45-54,Aggressive
NV400946,2026-01-25,2026-01,Influencer/Content,Tier 1,35-44,Conservative
NV400947,2026-01-21,2026-01,Organic App Store,Tier 2,25-34,Conservative
NV400948,2026-01-23,2026-01,Paid Ads,Tier 1,25-34,Moderate
NV400949,2026-01-19,2026-01,Organic App Store,Tier 1,18-24,Moderate
NV400950,2026-01-26,2026-01,Referral,Tier 1,35-44,Moderate
NV400951,2026-01-08,2026-01,Referral,Tier 1,25-34,Moderate
NV400952,2026-01-17,2026-01,Organic App Store,Tier 1,25-34,Aggressive
NV400953,2026-01-30,2026-01,Organic App Store,Tier 1,25-34,Conservative
NV400954,2026-01-20,2026-01,Paid Ads,Tier 1,25-34,Moderate
NV400955,2026-01-25,2026-01,Paid Ads,Tier 1,25-34,Moderate
NV400956,2026-01-15,2026-01,Influencer/Content,Tier 2,25-34,Conservative
NV400957,2026-01-28,2026-01,Influencer/Content,Tier 1,35-44,Conservative
NV400958,2026-01-13,2026-01,Organic App Store,Tier 3,35-44,Moderate
NV400959,2026-01-26,2026-01,Organic App Store,Tier 3,55+,Conservative
NV400960,2026-01-11,2026-01,Referral,Tier 1,55+,Aggressive
NV400961,2026-01-21,2026-01,Paid Ads,Tier 3,45-54,Conservative
NV400962,2026-01-03,2026-01,Paid Ads,Tier 1,35-44,Moderate
NV400963,2026-01-29,2026-01,Organic App Store,Tier 2,25-34,Conservative
NV400964,2026-01-25,2026-01,Paid Ads,Tier 2,35-44,Moderate
NV400965,2026-01-30,2026-01,Referral,Tier 2,25-34,Aggressive
NV400966,2026-01-28,2026-01,Referral,Tier 1,25-34,Moderate
NV400967,2026-01-28,2026-01,Paid Ads,Tier 2,35-44,Moderate
NV400968,2026-01-21,2026-01,Organic App Store,Tier 1,18-24,Aggressive
NV400969,2026-01-28,2026-01,Organic App Store,Tier 3,25-34,Moderate
NV400970,2026-01-29,2026-01,Referral,Tier 3,18-24,Aggressive
NV400971,2026-01-21,2026-01,Organic App Store,Tier 1,35-44,Moderate
NV400972,2026-01-21,2026-01,Paid Ads,Tier 2,18-24,Aggressive
NV400973,2026-01-16,2026-01,Paid Ads,Tier 1,25-34,Moderate
NV400974,2026-01-25,2026-01,Influencer/Content,Tier 2,18-24,Moderate
NV400975,2026-01-25,2026-01,Referral,Tier 1,18-24,Conservative
NV400976,2026-01-05,2026-01,Referral,Tier 2,18-24,Moderate
NV400977,2026-01-16,2026-01,Referral,Tier 2,35-44,Moderate
NV400978,2026-01-24,2026-01,Organic App Store,Tier 2,25-34,Aggressive
NV400979,2026-01-22,2026-01,Influencer/Content,Tier 1,18-24,Moderate
NV400980,2026-01-22,2026-01,Influencer/Content,Tier 2,25-34,Conservative
NV400981,2026-01-04,2026-01,Referral,Tier 1,25-34,Conservative
NV400982,2026-01-16,2026-01,Paid Ads,Tier 2,35-44,Aggressive
NV400983,2026-01-11,2026-01,Paid Ads,Tier 2,35-44,Conservative
NV400984,2026-01-01,2026-01,Influencer/Content,Tier 1,25-34,Moderate
NV400985,2026-01-06,2026-01,Influencer/Content,Tier 1,25-34,Conservative
NV400986,2026-01-11,2026-01,Organic App Store,Tier 2,35-44,Moderate
NV400987,2026-01-21,2026-01,Influencer/Content,Tier 3,18-24,Moderate
NV400988,2026-01-04,2026-01,Referral,Tier 1,25-34,Moderate
NV400989,2026-01-25,2026-01,Influencer/Content,Tier 2,35-44,Moderate
NV400990,2026-01-16,2026-01,Influencer/Content,Tier 1,55+,Conservative
NV400991,2026-01-06,2026-01,Organic App Store,Tier 1,45-54,Aggressive
NV400992,2026-01-04,2026-01,Organic App Store,Tier 1,25-34,Conservative
NV400993,2026-01-26,2026-01,Organic App Store,Tier 3,25-34,Moderate
NV400994,2026-01-06,2026-01,Organic App Store,Tier 1,18-24,Aggressive
NV400995,2026-01-22,2026-01,Organic App Store,Tier 1,35-44,Moderate
NV400996,2026-01-16,2026-01,Organic App Store,Tier 1,25-34,Moderate
NV400997,2026-01-18,2026-01,Referral,Tier 1,25-34,Aggressive
NV400998,2026-01-25,2026-01,Organic App Store,Tier 2,35-44,Aggressive
NV400999,2026-01-25,2026-01,Organic App Store,Tier 3,45-54,Moderate
NV401000,2026-01-24,2026-01,Paid Ads,Tier 1,25-34,Aggressive
NV401001,2026-01-04,2026-01,Paid Ads,Tier 2,25-34,Conservative
NV401002,2026-01-27,2026-01,Organic App Store,Tier 3,35-44,Moderate
NV401003,2026-01-28,2026-01,Organic App Store,Tier 2,25-34,Moderate
NV401004,2026-01-23,2026-01,Influencer/Content,Tier 2,18-24,Conservative
NV401005,2026-01-06,2026-01,Paid Ads,Tier 2,35-44,Conservative
NV401006,2026-01-24,2026-01,Organic App Store,Tier 2,35-44,Aggressive
NV401007,2026-01-20,2026-01,Referral,Tier 2,25-34,Conservative
NV401008,2026-01-08,2026-01,Paid Ads,Tier 3,25-34,Conservative
NV401009,2026-01-16,2026-01,Organic App Store,Tier 2,35-44,Moderate
NV401010,2026-01-30,2026-01,Influencer/Content,Tier 1,25-34,Conservative
NV401011,2026-01-04,2026-01,Organic App Store,Tier 2,25-34,Moderate
NV401012,2026-01-28,2026-01,Influencer/Content,Tier 1,45-54,Aggressive
NV401013,2026-01-29,2026-01,Referral,Tier 2,45-54,Aggressive
NV401014,2026-01-18,2026-01,Paid Ads,Tier 2,35-44,Moderate
NV401015,2026-01-08,2026-01,Organic App Store,Tier 1,25-34,Conservative
NV401016,2026-01-29,2026-01,Influencer/Content,Tier 1,35-44,Aggressive
NV401017,2026-01-07,2026-01,Organic App Store,Tier 1,18-24,Conservative
NV401018,2026-01-05,2026-01,Paid Ads,Tier 3,35-44,Conservative
NV401019,2026-01-14,2026-01,Referral,Tier 2,25-34,Conservative
NV401020,2026-01-22,2026-01,Organic App Store,Tier 1,25-34,Moderate
NV401021,2026-01-01,2026-01,Organic App Store,Tier 3,18-24,Aggressive
NV401022,2026-01-15,2026-01,Organic App Store,Tier 1,25-34,Moderate
NV401023,2026-01-13,2026-01,Paid Ads,Tier 2,35-44,Moderate
NV401024,2026-01-12,2026-01,Organic App Store,Tier 2,25-34,Conservative
NV401025,2026-01-27,2026-01,Paid Ads,Tier 2,25-34,Moderate
NV401026,2026-01-01,2026-01,Organic App Store,Tier 2,25-34,Conservative
NV401027,2026-01-03,2026-01,Referral,Tier 2,45-54,Aggressive
NV401028,2026-01-02,2026-01,Paid Ads,Tier 3,25-34,Conservative
NV401029,2026-01-11,2026-01,Influencer/Content,Tier 1,55+,Moderate
NV401030,2026-01-14,2026-01,Organic App Store,Tier 2,55+,Aggressive
NV401031,2026-01-06,2026-01,Influencer/Content,Tier 3,18-24,Conservative
NV401032,2026-01-27,2026-01,Paid Ads,Tier 1,45-54,Aggressive
NV401033,2026-01-15,2026-01,Referral,Tier 1,35-44,Moderate
NV401034,2026-01-16,2026-01,Organic App Store,Tier 2,25-34,Aggressive
NV401035,2026-01-14,2026-01,Influencer/Content,Tier 2,35-44,Conservative
NV401036,2026-01-27,2026-01,Organic App Store,Tier 3,25-34,Moderate
NV401037,2026-01-29,2026-01,Organic App Store,Tier 2,55+,Moderate
NV401038,2026-01-08,2026-01,Paid Ads,Tier 2,18-24,Moderate
NV401039,2026-01-12,2026-01,Organic App Store,Tier 1,35-44,Aggressive
NV401040,2026-01-13,2026-01,Influencer/Content,Tier 2,18-24,Conservative
NV401041,2026-01-19,2026-01,Organic App Store,Tier 2,18-24,Moderate
NV401042,2026-01-13,2026-01,Organic App Store,Tier 3,35-44,Conservative
NV401043,2026-01-26,2026-01,Influencer/Content,Tier 1,35-44,Aggressive
NV401044,2026-01-20,2026-01,Organic App Store,Tier 2,35-44,Moderate
NV401045,2026-01-19,2026-01,Organic App Store,Tier 1,35-44,Moderate
NV401046,2026-01-06,2026-01,Influencer/Content,Tier 2,35-44,Moderate
NV401047,2026-01-13,2026-01,Organic App Store,Tier 2,25-34,Conservative
NV401048,2026-01-17,2026-01,Influencer/Content,Tier 3,35-44,Conservative
NV401049,2026-01-24,2026-01,Organic App Store,Tier 2,35-44,Moderate
NV401050,2026-01-03,2026-01,Referral,Tier 1,25-34,Conservative
NV401051,2026-01-18,2026-01,Referral,Tier 3,45-54,Conservative
NV401052,2026-01-02,2026-01,Influencer/Content,Tier 3,35-44,Moderate
NV401053,2026-01-16,2026-01,Paid Ads,Tier 1,25-34,Aggressive
NV401054,2026-01-29,2026-01,Organic App Store,Tier 2,35-44,Moderate
NV401055,2026-01-22,2026-01,Paid Ads,Tier 3,25-34,Aggressive
NV401056,2026-01-30,2026-01,Organic App Store,Tier 3,25-34,Moderate
NV401057,2026-01-28,2026-01,Paid Ads,Tier 3,45-54,Aggressive
NV401058,2026-01-25,2026-01,Paid Ads,Tier 1,25-34,Conservative
NV401059,2026-01-08,2026-01,Paid Ads,Tier 1,35-44,Aggressive
NV401060,2026-01-23,2026-01,Organic App Store,Tier 1,25-34,Moderate
NV401061,2026-01-12,2026-01,Organic App Store,Tier 2,35-44,Moderate
NV401062,2026-01-27,2026-01,Referral,Tier 1,45-54,Aggressive
NV401063,2026-01-28,2026-01,Referral,Tier 3,25-34,Aggressive
NV401064,2026-01-06,2026-01,Referral,Tier 2,45-54,Conservative
NV401065,2026-01-21,2026-01,Organic App Store,Tier 3,45-54,Conservative
NV401066,2026-01-11,2026-01,Organic App Store,Tier 1,25-34,Conservative
NV401067,2026-01-18,2026-01,Organic App Store,Tier 2,35-44,Aggressive
NV401068,2026-01-26,2026-01,Paid Ads,Tier 2,25-34,Moderate
NV401069,2026-01-21,2026-01,Organic App Store,Tier 2,25-34,Aggressive
NV401070,2026-01-16,2026-01,Paid Ads,Tier 1,35-44,Moderate
NV401071,2026-01-05,2026-01,Organic App Store,Tier 1,45-54,Aggressive
NV401072,2026-01-01,2026-01,Influencer/Content,Tier 3,25-34,Aggressive
NV401073,2026-01-22,2026-01,Influencer/Content,Tier 3,25-34,Aggressive
NV401074,2026-01-27,2026-01,Referral,Tier 1,25-34,Moderate
NV401075,2026-01-25,2026-01,Referral,Tier 1,25-34,Moderate
NV401076,2026-01-26,2026-01,Organic App Store,Tier 2,25-34,Aggressive
NV401077,2026-01-14,2026-01,Influencer/Content,Tier 1,25-34,Moderate
NV401078,2026-01-11,2026-01,Influencer/Content,Tier 1,25-34,Conservative
NV401079,2026-01-11,2026-01,Paid Ads,Tier 2,35-44,Moderate
NV401080,2026-01-30,2026-01,Organic App Store,Tier 1,55+,Moderate
NV401081,2026-01-30,2026-01,Organic App Store,Tier 1,35-44,Moderate
NV401082,2026-01-26,2026-01,Paid Ads,Tier 1,35-44,Moderate
NV401083,2026-01-21,2026-01,Influencer/Content,Tier 1,45-54,Moderate
NV401084,2026-01-11,2026-01,Organic App Store,Tier 2,45-54,Moderate
NV401085,2026-01-20,2026-01,Influencer/Content,Tier 1,35-44,Aggressive
NV401086,2026-01-03,2026-01,Organic App Store,Tier 2,25-34,Moderate
NV401087,2026-01-11,2026-01,Organic App Store,Tier 1,25-34,Conservative
NV401088,2026-01-06,2026-01,Referral,Tier 1,35-44,Moderate
NV401089,2026-01-26,2026-01,Paid Ads,Tier 1,45-54,Aggressive
NV401090,2026-01-18,2026-01,Influencer/Content,Tier 1,25-34,Aggressive
NV401091,2026-01-27,2026-01,Organic App Store,Tier 1,45-54,Moderate
NV401092,2026-01-19,2026-01,Organic App Store,Tier 2,35-44,Moderate
NV401093,2026-01-03,2026-01,Referral,Tier 1,35-44,Moderate
NV401094,2026-01-14,2026-01,Paid Ads,Tier 2,45-54,Moderate
NV401095,2026-01-05,2026-01,Organic App Store,Tier 1,18-24,Conservative
NV401096,2026-01-29,2026-01,Organic App Store,Tier 2,25-34,Conservative
NV401097,2026-01-23,2026-01,Influencer/Content,Tier 1,18-24,Moderate
NV401098,2026-01-21,2026-01,Influencer/Content,Tier 1,25-34,Moderate
NV401099,2026-01-15,2026-01,Organic App Store,Tier 1,55+,Moderate
NV401100,2026-01-18,2026-01,Organic App Store,Tier 1,18-24,Conservative
NV401101,2026-01-03,2026-01,Influencer/Content,Tier 2,45-54,Aggressive
NV401102,2026-01-29,2026-01,Paid Ads,Tier 1,25-34,Aggressive
NV401103,2026-01-14,2026-01,Influencer/Content,Tier 1,18-24,Moderate
NV401104,2026-01-29,2026-01,Organic App Store,Tier 2,45-54,Conservative
NV401105,2026-01-01,2026-01,Referral,Tier 1,18-24,Aggressive
NV401106,2026-01-24,2026-01,Organic App Store,Tier 2,45-54,Moderate
NV401107,2026-01-25,2026-01,Referral,Tier 1,25-34,Aggressive
NV401108,2026-01-24,2026-01,Paid Ads,Tier 2,25-34,Moderate
NV401109,2026-01-18,2026-01,Organic App Store,Tier 2,35-44,Conservative
NV401110,2026-01-10,2026-01,Referral,Tier 1,35-44,Moderate
NV401111,2026-01-27,2026-01,Paid Ads,Tier 1,35-44,Moderate
NV401112,2026-01-06,2026-01,Referral,Tier 1,35-44,Aggressive
NV401113,2026-01-22,2026-01,Paid Ads,Tier 3,25-34,Moderate
NV401114,2026-01-21,2026-01,Influencer/Content,Tier 3,55+,Conservative
NV401115,2026-01-19,2026-01,Paid Ads,Tier 1,25-34,Aggressive
NV401116,2026-01-16,2026-01,Paid Ads,Tier 2,35-44,Moderate
NV401117,2026-01-13,2026-01,Organic App Store,Tier 2,35-44,Conservative
NV401118,2026-01-13,2026-01,Paid Ads,Tier 1,18-24,Conservative
NV401119,2026-01-01,2026-01,Paid Ads,Tier 3,25-34,Moderate
NV401120,2026-01-27,2026-01,Referral,Tier 1,45-54,Aggressive
NV401121,2026-01-24,2026-01,Organic App Store,Tier 1,25-34,Conservative
NV401122,2026-01-25,2026-01,Referral,Tier 1,25-34,Aggressive
NV401123,2026-01-03,2026-01,Influencer/Content,Tier 2,35-44,Moderate
NV401124,2026-01-23,2026-01,Referral,Tier 2,25-34,Moderate
NV401125,2026-01-20,2026-01,Paid Ads,Tier 1,18-24,Conservative
NV401126,2026-01-09,2026-01,Influencer/Content,Tier 1,25-34,Conservative
NV401127,2026-01-17,2026-01,Referral,Tier 2,25-34,Conservative
NV401128,2026-01-01,2026-01,Paid Ads,Tier 2,25-34,Moderate
NV401129,2026-01-11,2026-01,Influencer/Content,Tier 3,35-44,Moderate
NV401130,2026-01-04,2026-01,Referral,Tier 2,35-44,Conservative
NV401131,2026-01-09,2026-01,Referral,Tier 1,45-54,Moderate
NV401132,2026-01-07,2026-01,Organic App Store,Tier 1,25-34,Conservative
NV401133,2026-01-24,2026-01,Referral,Tier 2,25-34,Moderate
NV401134,2026-01-21,2026-01,Referral,Tier 3,45-54,Moderate
NV401135,2026-01-03,2026-01,Influencer/Content,Tier 1,18-24,Aggressive
NV401136,2026-01-12,2026-01,Organic App Store,Tier 1,25-34,Moderate
NV401137,2026-01-02,2026-01,Organic App Store,Tier 2,55+,Conservative
NV401138,2026-01-05,2026-01,Referral,Tier 1,55+,Conservative
NV401139,2026-01-03,2026-01,Organic App Store,Tier 2,25-34,Moderate
NV401140,2026-01-13,2026-01,Organic App Store,Tier 2,35-44,Conservative
NV401141,2026-01-22,2026-01,Organic App Store,Tier 3,25-34,Conservative
NV401142,2026-01-09,2026-01,Organic App Store,Tier 1,25-34,Moderate
NV401143,2026-01-14,2026-01,Influencer/Content,Tier 1,35-44,Moderate
NV401144,2026-01-30,2026-01,Referral,Tier 2,45-54,Aggressive
NV401145,2026-01-12,2026-01,Influencer/Content,Tier 1,18-24,Aggressive
NV401146,2026-01-17,2026-01,Influencer/Content,Tier 2,35-44,Aggressive
NV401147,2026-01-12,2026-01,Influencer/Content,Tier 1,25-34,Aggressive
NV401148,2026-01-27,2026-01,Referral,Tier 1,18-24,Aggressive
NV401149,2026-01-28,2026-01,Organic App Store,Tier 1,18-24,Conservative
NV401150,2026-01-30,2026-01,Referral,Tier 2,25-34,Conservative
NV401151,2026-01-03,2026-01,Referral,Tier 2,35-44,Aggressive
NV401152,2026-01-12,2026-01,Referral,Tier 1,35-44,Moderate
NV401153,2026-01-26,2026-01,Organic App Store,Tier 3,25-34,Moderate
NV401154,2026-01-19,2026-01,Influencer/Content,Tier 3,25-34,Conservative
NV401155,2026-01-18,2026-01,Paid Ads,Tier 1,18-24,Conservative
NV401156,2026-01-20,2026-01,Paid Ads,Tier 1,25-34,Moderate
NV401157,2026-01-22,2026-01,Referral,Tier 3,25-34,Moderate
NV401158,2026-01-27,2026-01,Referral,Tier 1,25-34,Moderate
NV401159,2026-01-02,2026-01,Organic App Store,Tier 3,25-34,Moderate
NV401160,2026-01-18,2026-01,Influencer/Content,Tier 1,45-54,Aggressive
NV401161,2026-01-22,2026-01,Paid Ads,Tier 1,55+,Moderate
NV401162,2026-01-11,2026-01,Paid Ads,Tier 2,25-34,Moderate
NV401163,2026-01-17,2026-01,Paid Ads,Tier 2,45-54,Aggressive
NV401164,2026-01-07,2026-01,Referral,Tier 3,18-24,Aggressive
NV401165,2026-01-15,2026-01,Paid Ads,Tier 1,25-34,Aggressive
NV401166,2026-01-13,2026-01,Organic App Store,Tier 2,45-54,Conservative
NV401167,2026-01-07,2026-01,Organic App Store,Tier 1,25-34,Conservative
NV401168,2026-01-12,2026-01,Paid Ads,Tier 3,35-44,Aggressive
NV401169,2026-01-21,2026-01,Influencer/Content,Tier 2,25-34,Conservative
NV401170,2026-01-15,2026-01,Paid Ads,Tier 2,55+,Aggressive
NV401171,2026-01-19,2026-01,Referral,Tier 2,25-34,Conservative
NV401172,2026-01-20,2026-01,Organic App Store,Tier 3,25-34,Moderate
NV401173,2026-01-11,2026-01,Influencer/Content,Tier 3,18-24,Moderate
NV401174,2026-01-25,2026-01,Influencer/Content,Tier 1,25-34,Aggressive
NV401175,2026-01-20,2026-01,Organic App Store,Tier 1,25-34,Moderate
NV401176,2026-01-27,2026-01,Referral,Tier 1,25-34,Conservative
NV401177,2026-01-08,2026-01,Referral,Tier 1,25-34,Moderate
NV401178,2026-01-12,2026-01,Referral,Tier 1,18-24,Aggressive
NV401179,2026-01-27,2026-01,Influencer/Content,Tier 3,35-44,Conservative
NV401180,2026-01-09,2026-01,Organic App Store,Tier 2,45-54,Moderate
NV401181,2026-01-22,2026-01,Influencer/Content,Tier 1,35-44,Aggressive
NV401182,2026-01-13,2026-01,Organic App Store,Tier 1,45-54,Conservative
NV401183,2026-01-19,2026-01,Influencer/Content,Tier 3,45-54,Moderate
NV401184,2026-01-16,2026-01,Influencer/Content,Tier 3,18-24,Moderate
NV401185,2026-01-05,2026-01,Paid Ads,Tier 2,18-24,Moderate
NV401186,2026-01-10,2026-01,Referral,Tier 2,35-44,Moderate
NV401187,2026-01-10,2026-01,Referral,Tier 1,25-34,Aggressive
NV401188,2026-01-01,2026-01,Referral,Tier 2,45-54,Aggressive
NV401189,2026-01-24,2026-01,Paid Ads,Tier 1,35-44,Aggressive
NV401190,2026-01-15,2026-01,Referral,Tier 1,45-54,Moderate
NV401191,2026-01-24,2026-01,Referral,Tier 3,25-34,Moderate
NV401192,2026-01-08,2026-01,Organic App Store,Tier 1,18-24,Moderate
NV401193,2026-01-07,2026-01,Paid Ads,Tier 2,25-34,Aggressive
NV401194,2026-01-27,2026-01,Paid Ads,Tier 3,25-34,Moderate
NV401195,2026-01-09,2026-01,Referral,Tier 2,45-54,Moderate
NV401196,2026-01-18,2026-01,Referral,Tier 2,25-34,Moderate
NV401197,2026-01-16,2026-01,Referral,Tier 3,25-34,Moderate
NV401198,2026-01-19,2026-01,Influencer/Content,Tier 1,25-34,Aggressive
NV401199,2026-01-04,2026-01,Paid Ads,Tier 3,35-44,Conservative
NV401200,2026-01-09,2026-01,Influencer/Content,Tier 2,18-24,Conservative
NV401201,2026-01-23,2026-01,Referral,Tier 1,25-34,Conservative
NV401202,2026-01-15,2026-01,Referral,Tier 2,25-34,Conservative
NV401203,2026-01-14,2026-01,Influencer/Content,Tier 3,25-34,Conservative
NV401204,2026-01-10,2026-01,Organic App Store,Tier 3,25-34,Moderate
NV401205,2026-01-28,2026-01,Influencer/Content,Tier 2,45-54,Moderate
NV401206,2026-01-27,2026-01,Influencer/Content,Tier 2,18-24,Moderate
NV401207,2026-01-27,2026-01,Referral,Tier 2,18-24,Moderate
NV401208,2026-01-13,2026-01,Organic App Store,Tier 3,35-44,Aggressive
NV401209,2026-01-15,2026-01,Organic App Store,Tier 3,45-54,Conservative
NV401210,2026-01-07,2026-01,Referral,Tier 1,25-34,Conservative
NV401211,2026-01-18,2026-01,Organic App Store,Tier 1,35-44,Aggressive
NV401212,2026-01-23,2026-01,Paid Ads,Tier 1,45-54,Aggressive
NV401213,2026-01-11,2026-01,Influencer/Content,Tier 1,35-44,Aggressive
NV401214,2026-01-04,2026-01,Organic App Store,Tier 2,25-34,Conservative
NV401215,2026-01-23,2026-01,Paid Ads,Tier 2,25-34,Moderate
NV401216,2026-01-05,2026-01,Referral,Tier 2,55+,Moderate
NV401217,2026-01-09,2026-01,Organic App Store,Tier 3,35-44,Moderate
NV401218,2026-01-10,2026-01,Paid Ads,Tier 2,25-34,Moderate
NV401219,2026-01-04,2026-01,Influencer/Content,Tier 1,25-34,Moderate
NV401220,2026-01-09,2026-01,Paid Ads,Tier 3,18-24,Moderate
NV401221,2026-01-27,2026-01,Referral,Tier 3,55+,Moderate
NV401222,2026-01-15,2026-01,Referral,Tier 2,55+,Aggressive
NV401223,2026-01-11,2026-01,Influencer/Content,Tier 2,25-34,Moderate
NV401224,2026-01-06,2026-01,Organic App Store,Tier 3,35-44,Moderate
NV401225,2026-01-16,2026-01,Organic App Store,Tier 3,25-34,Moderate
NV401226,2026-01-28,2026-01,Organic App Store,Tier 1,25-34,Conservative
NV401227,2026-01-02,2026-01,Paid Ads,Tier 1,55+,Aggressive
NV401228,2026-01-18,2026-01,Influencer/Content,Tier 1,25-34,Moderate
NV401229,2026-01-28,2026-01,Organic App Store,Tier 3,18-24,Moderate
NV401230,2026-01-08,2026-01,Organic App Store,Tier 3,55+,Moderate
NV401231,2026-01-09,2026-01,Organic App Store,Tier 1,45-54,Conservative
NV401232,2026-01-08,2026-01,Paid Ads,Tier 2,35-44,Aggressive
NV401233,2026-01-17,2026-01,Organic App Store,Tier 2,18-24,Moderate
NV401234,2026-01-12,2026-01,Referral,Tier 2,35-44,Conservative
NV401235,2026-01-22,2026-01,Organic App Store,Tier 3,25-34,Conservative
NV401236,2026-01-30,2026-01,Referral,Tier 2,18-24,Aggressive
NV401237,2026-01-30,2026-01,Organic App Store,Tier 1,45-54,Aggressive
NV401238,2026-01-28,2026-01,Organic App Store,Tier 3,45-54,Aggressive
NV401239,2026-01-08,2026-01,Influencer/Content,Tier 3,45-54,Aggressive
NV401240,2026-01-25,2026-01,Paid Ads,Tier 1,35-44,Moderate
NV401241,2026-01-09,2026-01,Referral,Tier 2,18-24,Moderate
NV401242,2026-01-28,2026-01,Organic App Store,Tier 2,55+,Conservative
NV401243,2026-01-22,2026-01,Referral,Tier 1,25-34,Conservative
NV401244,2026-01-27,2026-01,Organic App Store,Tier 2,25-34,Moderate
NV401245,2026-01-11,2026-01,Organic App Store,Tier 3,18-24,Aggressive
NV401246,2026-01-28,2026-01,Organic App Store,Tier 1,25-34,Aggressive
NV401247,2026-01-04,2026-01,Organic App Store,Tier 3,35-44,Conservative
NV401248,2026-01-21,2026-01,Paid Ads,Tier 2,18-24,Conservative
NV401249,2026-01-18,2026-01,Paid Ads,Tier 1,25-34,Conservative
NV401250,2026-01-01,2026-01,Organic App Store,Tier 3,25-34,Moderate
NV401251,2026-01-22,2026-01,Referral,Tier 3,25-34,Moderate
NV401252,2026-01-10,2026-01,Organic App Store,Tier 3,25-34,Moderate
NV401253,2026-01-20,2026-01,Organic App Store,Tier 1,18-24,Moderate
NV401254,2026-01-13,2026-01,Organic App Store,Tier 2,25-34,Aggressive
NV401255,2026-01-04,2026-01,Influencer/Content,Tier 1,25-34,Moderate
NV401256,2026-01-06,2026-01,Paid Ads,Tier 1,35-44,Conservative
NV401257,2026-01-24,2026-01,Referral,Tier 2,35-44,Moderate
NV401258,2026-01-30,2026-01,Organic App Store,Tier 2,18-24,Conservative
NV401259,2026-01-12,2026-01,Influencer/Content,Tier 3,25-34,Moderate
NV401260,2026-01-26,2026-01,Organic App Store,Tier 1,18-24,Conservative
NV401261,2026-01-05,2026-01,Referral,Tier 3,35-44,Aggressive
NV401262,2026-01-18,2026-01,Influencer/Content,Tier 1,25-34,Aggressive
NV401263,2026-01-18,2026-01,Influencer/Content,Tier 3,35-44,Moderate
NV401264,2026-01-16,2026-01,Referral,Tier 2,35-44,Moderate
NV401265,2026-01-07,2026-01,Influencer/Content,Tier 2,18-24,Conservative
NV401266,2026-01-13,2026-01,Influencer/Content,Tier 3,45-54,Conservative
NV401267,2026-01-09,2026-01,Referral,Tier 1,35-44,Moderate
NV401268,2026-01-11,2026-01,Organic App Store,Tier 3,25-34,Moderate
