redemption_id,user_id,redemption_date,product_type,amount_inr,is_correction_period
950425,NV404208,2026-04-02,Mutual Fund - Equity,1643.12,False
950426,NV404219,2026-06-08,Mutual Fund - Equity,2589.28,True
950427,NV404224,2026-06-02,Mutual Fund - Debt,3242.75,True
950428,NV404247,2026-04-21,Mutual Fund - Equity,3383.98,False
950429,NV404259,2026-03-09,Mutual Fund - Equity,8871.48,False
950430,NV404329,2026-05-10,Mutual Fund - Debt,3329.11,True
950431,NV404340,2026-04-23,Mutual Fund - Hybrid,1853.62,False
950432,NV404361,2026-03-14,Mutual Fund - Debt,2506.76,False
950433,NV404371,2026-05-13,Mutual Fund - Equity,3921.83,True
950434,NV404379,2026-04-20,Direct Stocks,3667.05,False
950435,NV404409,2026-03-18,Mutual Fund - Hybrid,13630.62,False
950436,NV404409,2026-05-26,Mutual Fund - Hybrid,6877.35,True
950437,NV404422,2026-05-07,Direct Stocks,2440.46,True
950438,NV404451,2026-03-15,Mutual Fund - Equity,13173.95,False
950439,NV404455,2026-05-10,Mutual Fund - Equity,1830.76,True
950440,NV404466,2026-06-11,Direct Stocks,1687.7,True
950441,NV404473,2026-04-13,Direct Stocks,2287.2,False
950442,NV404473,2026-06-02,Direct Stocks,6792.96,True
950443,NV404488,2026-06-07,Mutual Fund - Equity,2301.96,True
950444,NV404494,2026-04-03,Mutual Fund - Equity,4915.37,False
950445,NV404521,2026-03-15,Mutual Fund - Equity,6559.36,False
950446,NV404523,2026-07-15,Mutual Fund - Hybrid,3603.27,False
950447,NV404548,2026-03-27,ETF,3470.87,False
950448,NV404548,2026-05-25,ETF,1781.58,True
950449,NV404558,2026-04-13,Mutual Fund - Debt,3501.63,False
950450,NV404565,2026-07-25,Mutual Fund - Hybrid,3041.01,False
950451,NV404566,2026-06-24,Mutual Fund - Hybrid,17691.99,True
950452,NV404598,2026-05-19,Mutual Fund - Equity,4609.28,True
950453,NV404606,2026-05-03,Mutual Fund - Debt,3900.99,True
950454,NV404606,2026-06-11,Mutual Fund - Debt,2303.91,True
950455,NV404627,2026-05-23,Mutual Fund - Debt,6561.05,True
950456,NV404644,2026-05-02,Direct Stocks,2997.7,True
950457,NV404659,2026-04-09,Mutual Fund - Equity,6153.08,False
950458,NV404661,2026-05-26,Mutual Fund - Debt,15734.58,True
950459,NV404661,2026-06-15,Mutual Fund - Debt,2254.6,True
950460,NV404670,2026-04-09,Mutual Fund - Equity,3080.23,False
950461,NV404673,2026-03-11,Mutual Fund - Equity,6393.31,False
950462,NV404701,2026-05-06,Mutual Fund - Equity,2862.24,True
950463,NV404701,2026-06-23,Mutual Fund - Equity,3444.73,True
950464,NV404702,2026-07-02,Mutual Fund - Equity,2933.61,False
950465,NV404703,2026-05-11,Mutual Fund - Hybrid,10346.66,True
950466,NV404703,2026-07-14,Mutual Fund - Hybrid,6725.63,False
950467,NV404711,2026-04-25,Mutual Fund - Equity,4344.02,False
950468,NV404712,2026-03-19,ETF,7211.05,False
950469,NV404719,2026-06-09,ETF,5272.07,True
950470,NV404742,2026-05-25,Mutual Fund - Equity,7171.51,True
950471,NV404771,2026-05-27,Mutual Fund - Debt,2987.16,True
950472,NV404794,2026-03-07,Mutual Fund - Hybrid,3241.03,False
950473,NV404796,2026-06-16,Mutual Fund - Equity,3523.33,True
950474,NV404796,2026-07-24,Mutual Fund - Equity,8373.53,False
950475,NV404800,2026-05-05,Mutual Fund - Debt,5784.0,True
950476,NV404803,2026-04-03,Mutual Fund - Equity,8312.92,False
950477,NV404812,2026-05-20,Mutual Fund - Hybrid,5232.6,True
950478,NV404818,2026-05-23,Mutual Fund - Equity,3915.88,True
950479,NV404853,2026-03-04,Direct Stocks,7123.31,False
950480,NV404863,2026-03-20,Mutual Fund - Equity,12504.63,False
950481,NV404867,2026-05-25,Mutual Fund - Debt,5667.82,True
950482,NV404873,2026-06-08,Mutual Fund - Equity,3198.54,True
950483,NV404877,2026-05-10,ETF,8217.46,True
950484,NV404889,2026-05-17,Mutual Fund - Hybrid,2325.23,True
950485,NV404899,2026-05-27,Direct Stocks,3920.01,True
950486,NV404904,2026-05-10,ETF,2210.85,True
950487,NV404980,2026-07-26,Mutual Fund - Debt,3501.74,False
950488,NV404985,2026-06-23,Direct Stocks,11352.94,True
950489,NV404988,2026-04-12,Mutual Fund - Debt,4110.36,False
950490,NV405017,2026-05-19,Mutual Fund - Debt,2570.5,True
950491,NV405040,2026-06-23,ETF,6340.08,True
950492,NV405048,2026-05-05,Direct Stocks,2810.7,True
950493,NV405073,2026-04-05,Direct Stocks,1827.9,False
950494,NV405155,2026-04-22,Mutual Fund - Equity,3570.48,False
950495,NV405164,2026-05-04,Mutual Fund - Hybrid,2750.3,True
950496,NV405170,2026-05-16,Mutual Fund - Equity,2341.84,True
950497,NV405170,2026-07-21,Mutual Fund - Equity,2442.88,False
950498,NV405193,2026-06-13,Mutual Fund - Hybrid,3711.07,True
950499,NV405197,2026-06-17,Mutual Fund - Equity,2242.99,True
950500,NV405205,2026-05-25,Direct Stocks,3390.3,True
950501,NV405205,2026-07-27,Direct Stocks,2748.32,False
950502,NV405206,2026-07-13,Mutual Fund - Debt,5215.4,False
950503,NV405214,2026-05-09,ETF,4857.15,True
950504,NV405214,2026-06-06,ETF,11526.15,True
950505,NV405216,2026-04-03,Mutual Fund - Equity,11046.64,False
950506,NV405217,2026-05-22,Direct Stocks,2684.48,True
950507,NV405253,2026-04-27,Mutual Fund - Hybrid,2382.24,False
950508,NV405263,2026-06-10,Mutual Fund - Hybrid,7251.78,True
950509,NV405268,2026-07-19,Mutual Fund - Equity,4553.7,False
950510,NV405279,2026-03-24,Mutual Fund - Equity,2917.59,False
950511,NV405292,2026-07-05,Mutual Fund - Equity,4175.91,False
950512,NV405314,2026-05-14,Mutual Fund - Hybrid,1921.21,True
950513,NV405326,2026-04-20,Mutual Fund - Equity,19381.91,False
950514,NV405328,2026-05-07,ETF,5637.85,True
950515,NV405334,2026-06-24,ETF,8820.18,True
950516,NV405335,2026-07-21,Mutual Fund - Debt,6735.4,False
950517,NV405343,2026-05-23,Mutual Fund - Debt,1716.83,True
950518,NV405347,2026-06-19,Mutual Fund - Equity,4273.84,True
950519,NV405351,2026-05-06,Mutual Fund - Equity,1402.98,True
950520,NV405361,2026-05-03,Mutual Fund - Hybrid,3915.26,True
950521,NV405368,2026-03-16,Mutual Fund - Equity,2038.34,False
950522,NV405377,2026-05-02,Mutual Fund - Debt,10816.54,True
950523,NV405382,2026-07-20,Direct Stocks,1582.35,False
950524,NV405424,2026-07-27,Mutual Fund - Equity,2283.08,False
950525,NV405425,2026-07-14,Mutual Fund - Equity,1084.22,False
950526,NV405444,2026-07-24,Direct Stocks,4697.04,False
950527,NV405451,2026-03-27,Mutual Fund - Hybrid,791.14,False
950528,NV405474,2026-06-08,Mutual Fund - Equity,3934.35,True
950529,NV405479,2026-03-22,Direct Stocks,7271.74,False
950530,NV405498,2026-05-24,Mutual Fund - Equity,1130.82,True
950531,NV405503,2026-04-24,Mutual Fund - Debt,1631.45,False
950532,NV405508,2026-04-01,Mutual Fund - Equity,4661.37,False
950533,NV405524,2026-06-12,Direct Stocks,10132.22,True
950534,NV405527,2026-06-11,Mutual Fund - Hybrid,3675.09,True
950535,NV405538,2026-05-10,Mutual Fund - Equity,4120.27,True
950536,NV405546,2026-06-19,Mutual Fund - Equity,1494.09,True
950537,NV405551,2026-06-06,Mutual Fund - Debt,3747.16,True
950538,NV405557,2026-04-09,ETF,2794.05,False
950539,NV405574,2026-05-20,Direct Stocks,1105.83,True
950540,NV405584,2026-07-23,Mutual Fund - Equity,7029.84,False
950541,NV405599,2026-04-03,Mutual Fund - Equity,1716.19,False
950542,NV405624,2026-06-04,Mutual Fund - Debt,8267.04,True
950543,NV405672,2026-06-05,ETF,9901.89,True
950544,NV405696,2026-05-08,Mutual Fund - Equity,1909.95,True
950545,NV405710,2026-06-08,Direct Stocks,6371.81,True
950546,NV405715,2026-03-16,Mutual Fund - Hybrid,16571.48,False
950547,NV405735,2026-07-27,Mutual Fund - Hybrid,3880.99,False
950548,NV405759,2026-07-23,Direct Stocks,6847.51,False
950549,NV405764,2026-06-25,Mutual Fund - Equity,2125.7,True
950550,NV405775,2026-05-21,ETF,1233.42,True
950551,NV405776,2026-05-26,Mutual Fund - Equity,14473.21,True
950552,NV405776,2026-06-04,Mutual Fund - Equity,4234.57,True
950553,NV405783,2026-04-12,Mutual Fund - Equity,3551.98,False
950554,NV405803,2026-03-16,ETF,4355.57,False
950555,NV405804,2026-06-04,Mutual Fund - Debt,4603.15,True
950556,NV405812,2026-04-09,Mutual Fund - Equity,911.1,False
950557,NV405823,2026-03-26,Mutual Fund - Equity,3576.73,False
950558,NV405831,2026-05-02,Mutual Fund - Equity,5523.53,True
950559,NV405840,2026-04-26,Mutual Fund - Hybrid,2131.85,False
950560,NV405866,2026-07-11,Mutual Fund - Equity,2111.12,False
950561,NV405869,2026-06-04,Mutual Fund - Equity,22543.6,True
950562,NV405877,2026-03-26,Mutual Fund - Debt,1590.99,False
950563,NV405888,2026-03-08,Mutual Fund - Equity,5684.06,False
950564,NV405908,2026-07-16,Mutual Fund - Hybrid,3581.03,False
950565,NV405941,2026-05-03,ETF,8406.2,True
950566,NV405941,2026-07-08,ETF,5389.41,False
950567,NV405945,2026-06-13,Mutual Fund - Debt,3798.94,True
950568,NV405947,2026-05-11,Direct Stocks,2756.25,True
950569,NV405947,2026-06-01,Direct Stocks,3142.23,True
950570,NV405969,2026-05-04,Mutual Fund - Hybrid,6985.6,True
950571,NV405972,2026-05-27,Mutual Fund - Debt,8371.14,True
950572,NV405974,2026-03-13,Mutual Fund - Equity,2208.98,False
950573,NV405983,2026-06-07,Mutual Fund - Hybrid,7176.19,True
950574,NV406023,2026-04-16,Direct Stocks,1871.3,False
950575,NV406074,2026-05-14,Direct Stocks,3967.61,True
950576,NV406081,2026-04-03,Mutual Fund - Equity,2109.74,False
950577,NV406094,2026-05-07,Mutual Fund - Equity,2795.38,True
950578,NV406100,2026-05-10,Mutual Fund - Debt,1239.71,True
950579,NV406102,2026-05-20,Direct Stocks,4996.99,True
950580,NV406102,2026-06-27,Direct Stocks,3555.68,True
950581,NV406105,2026-04-10,Mutual Fund - Debt,3890.6,False
950582,NV406133,2026-07-24,Mutual Fund - Debt,18949.58,False
950583,NV406145,2026-07-14,Direct Stocks,12932.89,False
950584,NV406155,2026-05-16,Mutual Fund - Hybrid,18780.27,True
950585,NV406158,2026-05-07,Mutual Fund - Equity,5682.8,True
950586,NV406174,2026-07-22,Mutual Fund - Equity,7419.42,False
950587,NV406191,2026-06-14,Mutual Fund - Hybrid,1241.18,True
950588,NV406193,2026-06-24,Mutual Fund - Equity,883.74,True
950589,NV406219,2026-04-18,Mutual Fund - Equity,4019.65,False
950590,NV406222,2026-04-01,Mutual Fund - Equity,3542.98,False
950591,NV406241,2026-04-02,ETF,8034.62,False
950592,NV406246,2026-05-11,Mutual Fund - Equity,2728.36,True
950593,NV406251,2026-05-05,Direct Stocks,3676.99,True
950594,NV406252,2026-05-13,Mutual Fund - Equity,6231.12,True
950595,NV406267,2026-05-15,Mutual Fund - Hybrid,7691.73,True
950596,NV406277,2026-05-19,Mutual Fund - Debt,5712.77,True
950597,NV406277,2026-06-02,Mutual Fund - Debt,13562.84,True
950598,NV406279,2026-05-10,Mutual Fund - Equity,7445.93,True
950599,NV406279,2026-07-08,Mutual Fund - Equity,5666.27,False
950600,NV406283,2026-07-20,Direct Stocks,24329.4,False
950601,NV406296,2026-06-09,Mutual Fund - Equity,3514.62,True
950602,NV406297,2026-04-11,Mutual Fund - Debt,1612.66,False
950603,NV406297,2026-05-08,Mutual Fund - Debt,7483.84,True
950604,NV406311,2026-06-18,Mutual Fund - Equity,5196.48,True
950605,NV406322,2026-07-02,Direct Stocks,4091.57,False
950606,NV406377,2026-05-15,Mutual Fund - Equity,1160.67,True
950607,NV406391,2026-05-18,Mutual Fund - Debt,2753.65,True
950608,NV406400,2026-04-01,Mutual Fund - Equity,8952.97,False
950609,NV406400,2026-05-15,Mutual Fund - Equity,5469.14,True
950610,NV406405,2026-04-21,Mutual Fund - Equity,5187.47,False
950611,NV406413,2026-06-27,Mutual Fund - Hybrid,3508.26,True
950612,NV406433,2026-04-23,ETF,9215.97,False
950613,NV406433,2026-06-20,ETF,4911.57,True
950614,NV406466,2026-04-07,Mutual Fund - Equity,4383.55,False
950615,NV406470,2026-06-17,ETF,5389.49,True
950616,NV406480,2026-05-26,Mutual Fund - Equity,13141.14,True
950617,NV406482,2026-07-04,Mutual Fund - Hybrid,4227.68,False
950618,NV406504,2026-06-01,Mutual Fund - Hybrid,6318.37,True
950619,NV406543,2026-06-04,Mutual Fund - Hybrid,8600.41,True
950620,NV406545,2026-05-25,Mutual Fund - Equity,2602.01,True
950621,NV406546,2026-05-07,ETF,2595.47,True
950622,NV406548,2026-05-17,Mutual Fund - Equity,4702.25,True
950623,NV406564,2026-07-01,Mutual Fund - Equity,1991.7,False
950624,NV406567,2026-04-01,Direct Stocks,3916.03,False
950625,NV406592,2026-05-12,Mutual Fund - Equity,7171.17,True
950626,NV406603,2026-07-16,Mutual Fund - Hybrid,3208.09,False
950627,NV406604,2026-05-04,Mutual Fund - Debt,4882.82,True
950628,NV406614,2026-05-04,Mutual Fund - Debt,5806.41,True
950629,NV406614,2026-06-04,Mutual Fund - Debt,4451.78,True
950630,NV406615,2026-05-24,Mutual Fund - Equity,1520.78,True
950631,NV406626,2026-05-16,Mutual Fund - Debt,5611.01,True
950632,NV406684,2026-05-12,Mutual Fund - Equity,3482.05,True
950633,NV406709,2026-05-11,Direct Stocks,4974.52,True
950634,NV406718,2026-06-08,Direct Stocks,7086.7,True
950635,NV406727,2026-05-16,Mutual Fund - Equity,3641.29,True
950636,NV406754,2026-04-14,Direct Stocks,5436.25,False
950637,NV406754,2026-05-24,Direct Stocks,6963.81,True
950638,NV406761,2026-07-07,ETF,8647.9,False
950639,NV406782,2026-06-25,Mutual Fund - Debt,12547.19,True
950640,NV406812,2026-05-23,Mutual Fund - Equity,2112.29,True
950641,NV406843,2026-06-18,Mutual Fund - Debt,5944.25,True
950642,NV406884,2026-04-20,Direct Stocks,3429.14,False
950643,NV406884,2026-06-02,Direct Stocks,3822.49,True
950644,NV406885,2026-06-24,Mutual Fund - Debt,6434.82,True
950645,NV406892,2026-06-07,Mutual Fund - Hybrid,7593.41,True
950646,NV406893,2026-06-18,Mutual Fund - Debt,44861.49,True
950647,NV406893,2026-07-02,Mutual Fund - Debt,8938.89,False
950648,NV406912,2026-07-16,ETF,2876.72,False
950649,NV406926,2026-06-18,Mutual Fund - Debt,6243.66,True
950650,NV406952,2026-05-15,Mutual Fund - Equity,2249.69,True
950651,NV406962,2026-04-06,Mutual Fund - Debt,1766.72,False
950652,NV406970,2026-05-05,Mutual Fund - Equity,5523.31,True
950653,NV406986,2026-07-14,Direct Stocks,2802.93,False
950654,NV406998,2026-05-13,Mutual Fund - Equity,2928.46,True
950655,NV407027,2026-04-12,Direct Stocks,7194.39,False
950656,NV407029,2026-05-17,Direct Stocks,5326.31,True
950657,NV407030,2026-07-22,Mutual Fund - Equity,3768.85,False
950658,NV407039,2026-07-13,Mutual Fund - Equity,7821.43,False
950659,NV407045,2026-06-12,Mutual Fund - Equity,3453.74,True
950660,NV407067,2026-04-22,Direct Stocks,8352.43,False
950661,NV407089,2026-04-02,ETF,12313.97,False
950662,NV407107,2026-04-27,Mutual Fund - Equity,1577.8,False
950663,NV407136,2026-06-10,ETF,4206.75,True
950664,NV407175,2026-05-02,Mutual Fund - Hybrid,15050.2,True
950665,NV407179,2026-06-16,Direct Stocks,2323.69,True
950666,NV407183,2026-04-26,Mutual Fund - Equity,6614.44,False
950667,NV407183,2026-05-25,Mutual Fund - Equity,910.9,True
950668,NV407187,2026-04-12,Mutual Fund - Equity,8277.29,False
950669,NV407196,2026-06-04,Mutual Fund - Equity,4323.01,True
950670,NV407199,2026-07-03,Mutual Fund - Debt,1855.18,False
950671,NV407323,2026-07-14,ETF,5746.83,False
950672,NV407330,2026-07-19,Mutual Fund - Equity,2290.15,False
950673,NV407334,2026-04-22,Mutual Fund - Debt,2965.99,False
950674,NV407341,2026-05-17,ETF,2490.76,True
950675,NV407348,2026-07-05,Mutual Fund - Equity,1784.61,False
950676,NV407378,2026-04-23,Mutual Fund - Equity,9696.94,False
950677,NV407432,2026-04-17,Mutual Fund - Debt,8018.57,False
950678,NV407467,2026-05-06,Direct Stocks,13506.15,True
950679,NV407494,2026-06-08,Mutual Fund - Equity,5853.23,True
950680,NV407500,2026-05-27,Direct Stocks,6395.93,True
950681,NV407515,2026-06-14,Mutual Fund - Equity,2912.88,True
950682,NV407532,2026-06-17,Mutual Fund - Hybrid,9821.97,True
950683,NV407540,2026-06-16,Mutual Fund - Equity,11856.53,True
950684,NV407547,2026-04-08,Mutual Fund - Equity,1447.21,False
950685,NV407572,2026-04-21,Mutual Fund - Equity,3752.3,False
950686,NV407621,2026-07-02,Mutual Fund - Equity,19318.88,False
950687,NV407627,2026-05-22,Mutual Fund - Equity,1924.36,True
950688,NV407637,2026-05-16,Mutual Fund - Equity,1137.08,True
950689,NV407640,2026-05-24,Mutual Fund - Hybrid,6438.03,True
950690,NV407644,2026-05-26,Mutual Fund - Hybrid,7718.04,True
950691,NV407654,2026-05-07,Mutual Fund - Equity,3184.21,True
950692,NV407697,2026-07-08,Mutual Fund - Equity,4780.68,False
950693,NV407710,2026-05-11,Mutual Fund - Equity,9846.04,True
950694,NV407718,2026-06-26,Mutual Fund - Equity,2725.58,True
950695,NV407754,2026-05-24,Mutual Fund - Equity,9014.93,True
950696,NV407754,2026-07-16,Mutual Fund - Equity,1423.1,False
950697,NV407761,2026-06-01,Mutual Fund - Equity,4779.66,True
950698,NV407774,2026-06-05,Mutual Fund - Equity,3293.56,True
950699,NV407804,2026-05-06,Direct Stocks,4646.25,True
950700,NV407804,2026-06-06,Direct Stocks,7326.41,True
950701,NV407805,2026-07-12,Mutual Fund - Equity,3587.22,False
950702,NV407808,2026-07-19,Mutual Fund - Equity,3610.46,False
950703,NV407810,2026-05-22,Direct Stocks,4243.28,True
950704,NV407811,2026-07-19,Mutual Fund - Hybrid,6382.78,False
950705,NV407815,2026-05-06,Mutual Fund - Equity,1109.92,True
950706,NV407815,2026-07-19,Mutual Fund - Equity,4689.72,False
950707,NV407819,2026-05-12,Mutual Fund - Debt,12401.84,True
950708,NV407819,2026-07-15,Mutual Fund - Debt,1185.44,False
950709,NV407822,2026-06-27,Mutual Fund - Equity,8186.57,True
950710,NV407860,2026-04-19,Mutual Fund - Equity,2822.13,False
950711,NV407868,2026-07-17,Mutual Fund - Equity,4778.99,False
950712,NV407870,2026-07-14,Mutual Fund - Hybrid,1896.94,False
950713,NV407872,2026-05-02,Mutual Fund - Debt,7484.62,True
950714,NV407875,2026-04-04,Direct Stocks,23261.25,False
950715,NV407904,2026-07-22,Direct Stocks,7137.45,False
950716,NV407953,2026-07-03,Mutual Fund - Equity,4972.17,False
950717,NV407974,2026-07-13,Direct Stocks,5565.62,False
950718,NV408054,2026-06-10,Mutual Fund - Hybrid,4338.56,True
950719,NV408116,2026-07-22,Mutual Fund - Equity,1937.34,False
950720,NV408118,2026-06-08,ETF,5221.49,True
950721,NV408126,2026-05-19,Mutual Fund - Hybrid,2519.69,True
950722,NV408148,2026-05-21,Direct Stocks,11027.02,True
950723,NV408148,2026-06-17,Direct Stocks,12135.18,True
950724,NV408194,2026-05-01,Mutual Fund - Equity,9742.86,True
950725,NV408194,2026-06-16,Mutual Fund - Equity,5659.29,True
950726,NV408221,2026-05-26,Mutual Fund - Equity,6239.63,True
950727,NV408225,2026-06-07,Mutual Fund - Debt,5869.37,True
950728,NV408241,2026-06-24,Mutual Fund - Debt,1252.96,True
950729,NV408248,2026-06-24,Direct Stocks,6397.73,True
950730,NV408259,2026-05-02,Mutual Fund - Hybrid,6421.87,True
950731,NV408263,2026-05-25,Mutual Fund - Debt,3960.32,True
950732,NV408289,2026-07-25,Direct Stocks,15033.41,False
950733,NV408328,2026-05-20,Direct Stocks,2096.08,True
950734,NV408328,2026-06-10,Direct Stocks,7476.85,True
950735,NV408334,2026-05-06,Mutual Fund - Equity,3220.69,True
950736,NV408385,2026-06-27,ETF,15015.22,True
950737,NV408427,2026-07-06,Mutual Fund - Debt,5318.18,False
950738,NV408448,2026-06-10,Mutual Fund - Debt,1212.07,True
950739,NV408472,2026-06-21,Mutual Fund - Equity,1989.65,True
950740,NV408473,2026-06-15,Mutual Fund - Equity,4579.15,True
950741,NV408507,2026-05-19,Direct Stocks,6869.02,True
950742,NV408508,2026-06-03,Mutual Fund - Equity,3739.74,True
950743,NV408520,2026-05-26,Mutual Fund - Equity,14356.86,True
950744,NV408548,2026-06-08,Direct Stocks,3197.85,True
950745,NV408557,2026-05-13,Direct Stocks,14201.89,True
950746,NV408583,2026-06-20,Mutual Fund - Equity,3498.41,True
950747,NV408604,2026-07-13,Direct Stocks,5865.12,False
950748,NV408620,2026-05-03,Mutual Fund - Debt,6894.5,True
950749,NV408625,2026-07-03,Mutual Fund - Equity,2521.47,False
950750,NV408631,2026-07-13,ETF,3740.01,False
950751,NV408645,2026-07-23,Direct Stocks,3617.08,False
950752,NV408652,2026-06-07,Mutual Fund - Debt,1649.69,True
950753,NV408677,2026-07-16,Mutual Fund - Debt,1205.65,False
950754,NV408691,2026-05-11,Direct Stocks,28321.63,True
950755,NV408747,2026-05-21,Direct Stocks,10845.99,True
950756,NV408759,2026-06-18,Mutual Fund - Hybrid,15089.85,True
950757,NV408775,2026-05-25,Direct Stocks,2296.7,True
950758,NV408776,2026-05-26,ETF,4128.14,True
950759,NV408776,2026-06-24,ETF,13489.12,True
950760,NV408782,2026-07-18,Mutual Fund - Equity,4506.24,False
950761,NV408803,2026-05-24,Mutual Fund - Equity,1599.66,True
950762,NV408813,2026-05-03,Direct Stocks,3590.41,True
950763,NV408814,2026-05-16,Mutual Fund - Debt,1722.62,True
950764,NV408829,2026-06-24,Direct Stocks,6773.77,True
950765,NV408836,2026-05-03,Mutual Fund - Equity,5065.33,True
950766,NV408839,2026-05-22,Direct Stocks,5409.16,True
950767,NV408856,2026-05-15,Direct Stocks,2001.88,True
950768,NV408858,2026-05-14,Mutual Fund - Hybrid,5052.26,True
950769,NV408859,2026-05-12,Mutual Fund - Equity,5901.79,True
950770,NV408859,2026-06-20,Mutual Fund - Equity,9736.52,True
950771,NV408886,2026-06-17,Direct Stocks,3600.65,True
950772,NV408903,2026-06-13,Mutual Fund - Equity,6357.45,True
950773,NV408945,2026-06-23,ETF,4223.25,True
950774,NV408956,2026-06-08,Mutual Fund - Equity,2774.38,True
950775,NV409003,2026-06-18,Mutual Fund - Hybrid,7241.86,True
950776,NV409009,2026-07-26,Direct Stocks,3422.72,False
950777,NV409018,2026-07-17,Mutual Fund - Equity,3611.65,False
950778,NV409024,2026-05-12,ETF,2690.84,True
950779,NV409037,2026-06-22,Mutual Fund - Equity,1111.68,True
950780,NV409038,2026-05-26,Mutual Fund - Equity,3526.22,True
950781,NV409071,2026-06-20,Mutual Fund - Equity,14457.81,True
950782,NV409107,2026-06-15,Direct Stocks,3511.14,True
950783,NV409122,2026-05-21,Direct Stocks,10091.4,True
950784,NV409164,2026-06-10,Mutual Fund - Equity,5403.75,True
950785,NV409165,2026-07-19,Mutual Fund - Debt,10790.83,False
950786,NV409192,2026-05-14,Mutual Fund - Debt,3027.43,True
950787,NV409218,2026-06-04,Mutual Fund - Equity,10766.65,True
950788,NV409253,2026-05-13,Mutual Fund - Equity,1883.59,True
950789,NV409253,2026-06-20,Mutual Fund - Equity,2728.34,True
950790,NV409258,2026-06-07,Mutual Fund - Equity,1756.5,True
950791,NV409273,2026-06-08,Mutual Fund - Hybrid,564.28,True
950792,NV409282,2026-05-12,Mutual Fund - Equity,4810.35,True
950793,NV409285,2026-06-15,Mutual Fund - Equity,10029.9,True
950794,NV409287,2026-05-11,Mutual Fund - Hybrid,3278.32,True
950795,NV409326,2026-05-05,Mutual Fund - Equity,3052.21,True
950796,NV409326,2026-06-15,Mutual Fund - Equity,8440.53,True
950797,NV409376,2026-06-13,Mutual Fund - Equity,11667.55,True
950798,NV409402,2026-06-21,Direct Stocks,2741.25,True
950799,NV409405,2026-06-19,Mutual Fund - Equity,8286.78,True
950800,NV409448,2026-06-23,Direct Stocks,4562.25,True
950801,NV409468,2026-05-09,Mutual Fund - Equity,4543.43,True
950802,NV409470,2026-05-11,Mutual Fund - Equity,3208.31,True
950803,NV409470,2026-06-21,Mutual Fund - Equity,7753.01,True
950804,NV409482,2026-07-15,Direct Stocks,4095.32,False
950805,NV409490,2026-05-11,Mutual Fund - Equity,3309.6,True
950806,NV409498,2026-05-02,Direct Stocks,4389.52,True
950807,NV409505,2026-07-15,Mutual Fund - Equity,2716.25,False
950808,NV409534,2026-07-17,Direct Stocks,4038.06,False
950809,NV409548,2026-07-25,Direct Stocks,1139.76,False
950810,NV409550,2026-07-16,Direct Stocks,6937.47,False
