investment_id,user_id,investment_date,product_type,investment_mode,amount_inr
701429,NV402715,2026-04-06,Mutual Fund - Equity,Lumpsum,4979.36
701430,NV402719,2026-02-18,Mutual Fund - Equity,Lumpsum,25209.75
701431,NV402720,2026-02-23,Mutual Fund - Equity,SIP,2936.64
701432,NV402721,2026-02-26,Mutual Fund - Debt,Lumpsum,3679.37
701433,NV402721,2026-07-25,ETF,SIP,8185.4
701434,NV402722,2026-02-02,Mutual Fund - Hybrid,SIP,5007.33
701435,NV402727,2026-03-01,ETF,Lumpsum,14157.71
701436,NV402729,2026-02-17,Mutual Fund - Equity,SIP,5756.69
701437,NV402731,2026-02-20,Mutual Fund - Debt,SIP,1574.4
701438,NV402743,2026-02-24,Mutual Fund - Equity,Lumpsum,28428.02
701439,NV402745,2026-03-04,ETF,SIP,2052.67
701440,NV402745,2026-05-03,Mutual Fund - Equity,Lumpsum,2946.39
701441,NV402746,2026-02-03,ETF,SIP,4715.95
701442,NV402746,2026-02-23,Mutual Fund - Equity,SIP,2311.1
701443,NV402747,2026-02-10,Direct Stocks,Lumpsum,22034.61
701444,NV402748,2026-02-07,Direct Stocks,SIP,2532.25
701445,NV402749,2026-02-02,Mutual Fund - Equity,Lumpsum,4789.31
701446,NV402750,2026-02-20,ETF,SIP,3204.38
701447,NV402750,2026-06-06,Mutual Fund - Equity,Lumpsum,10906.32
701448,NV402752,2026-02-13,Mutual Fund - Equity,SIP,2586.65
701449,NV402756,2026-02-19,Mutual Fund - Hybrid,SIP,2364.49
701450,NV402762,2026-02-07,Mutual Fund - Equity,SIP,2590.45
701451,NV402765,2026-02-17,Direct Stocks,Lumpsum,6489.96
701452,NV402765,2026-03-30,Mutual Fund - Equity,Lumpsum,10633.55
701453,NV402772,2026-02-23,Direct Stocks,SIP,2107.37
701454,NV402773,2026-02-13,Mutual Fund - Equity,SIP,4787.49
701455,NV402780,2026-02-21,Direct Stocks,Lumpsum,4809.57
701456,NV402780,2026-05-19,Mutual Fund - Equity,SIP,3023.1
701457,NV402782,2026-02-17,Direct Stocks,SIP,1759.23
701458,NV402783,2026-02-14,Mutual Fund - Debt,Lumpsum,25809.14
701459,NV402783,2026-04-18,Mutual Fund - Equity,SIP,3881.55
701460,NV402785,2026-03-02,Mutual Fund - Equity,SIP,1627.09
701461,NV402785,2026-07-29,Direct Stocks,SIP,2196.51
701462,NV402788,2026-02-19,Mutual Fund - Debt,SIP,3622.94
701463,NV402791,2026-02-11,Direct Stocks,SIP,1527.67
701464,NV402798,2026-02-24,Mutual Fund - Debt,SIP,2164.63
701465,NV402799,2026-02-19,Mutual Fund - Equity,SIP,1555.46
701466,NV402799,2026-06-22,ETF,SIP,2730.79
701467,NV402805,2026-02-14,Mutual Fund - Equity,SIP,2174.71
701468,NV402808,2026-02-02,Mutual Fund - Equity,SIP,7633.57
701469,NV402808,2026-03-22,ETF,Lumpsum,13520.14
701470,NV402809,2026-02-28,Mutual Fund - Equity,SIP,5000.73
701471,NV402811,2026-02-12,Mutual Fund - Equity,SIP,2272.9
701472,NV402811,2026-06-24,ETF,Lumpsum,13510.17
701473,NV402812,2026-03-02,Mutual Fund - Equity,SIP,3430.89
701474,NV402816,2026-02-23,Mutual Fund - Debt,SIP,1496.73
701475,NV402816,2026-07-07,ETF,SIP,2629.43
701476,NV402817,2026-02-05,Mutual Fund - Hybrid,Lumpsum,11137.98
701477,NV402819,2026-02-17,Mutual Fund - Hybrid,SIP,3140.16
701478,NV402822,2026-02-04,Mutual Fund - Equity,SIP,2917.5
701479,NV402825,2026-02-18,Mutual Fund - Equity,Lumpsum,14112.06
701480,NV402826,2026-02-04,Mutual Fund - Equity,Lumpsum,6319.7
701481,NV402826,2026-03-12,Mutual Fund - Hybrid,SIP,1926.07
701482,NV402830,2026-02-12,Mutual Fund - Debt,Lumpsum,7858.22
701483,NV402830,2026-04-02,ETF,Lumpsum,8385.07
701484,NV402831,2026-02-10,Mutual Fund - Hybrid,SIP,4761.69
701485,NV402833,2026-02-05,Mutual Fund - Equity,SIP,3213.38
701486,NV402835,2026-02-28,Mutual Fund - Equity,SIP,3634.03
701487,NV402836,2026-02-12,Direct Stocks,SIP,2696.65
701488,NV402839,2026-02-25,Mutual Fund - Equity,Lumpsum,15123.7
701489,NV402844,2026-02-06,Mutual Fund - Equity,Lumpsum,15883.49
701490,NV402848,2026-02-21,Mutual Fund - Equity,Lumpsum,3096.22
701491,NV402849,2026-02-12,Mutual Fund - Hybrid,Lumpsum,14984.98
701492,NV402850,2026-02-09,Mutual Fund - Equity,SIP,3030.25
701493,NV402851,2026-02-15,Mutual Fund - Hybrid,SIP,3109.54
701494,NV402851,2026-05-30,Mutual Fund - Equity,SIP,3606.82
701495,NV402853,2026-02-06,Mutual Fund - Equity,Lumpsum,7883.0
701496,NV402854,2026-02-17,Mutual Fund - Equity,SIP,7556.55
701497,NV402855,2026-02-11,Mutual Fund - Equity,Lumpsum,39581.81
701498,NV402855,2026-07-04,ETF,Lumpsum,13305.27
701499,NV402856,2026-03-02,Direct Stocks,SIP,2593.15
701500,NV402856,2026-06-27,Mutual Fund - Debt,SIP,1816.71
701501,NV402858,2026-02-13,Mutual Fund - Equity,SIP,4902.89
701502,NV402859,2026-02-18,Direct Stocks,SIP,3440.6
701503,NV402859,2026-05-29,Mutual Fund - Debt,SIP,708.9
701504,NV402861,2026-02-28,Mutual Fund - Equity,SIP,3833.12
701505,NV402861,2026-07-19,Mutual Fund - Debt,SIP,4168.41
701506,NV402864,2026-02-09,Mutual Fund - Hybrid,SIP,3117.43
701507,NV402864,2026-04-07,Mutual Fund - Debt,SIP,3362.67
701508,NV402866,2026-02-21,Mutual Fund - Equity,Lumpsum,18209.55
701509,NV402869,2026-02-08,Mutual Fund - Equity,Lumpsum,15233.28
701510,NV402871,2026-02-14,Mutual Fund - Debt,SIP,2046.24
701511,NV402875,2026-02-23,Direct Stocks,Lumpsum,7978.47
701512,NV402877,2026-02-16,Direct Stocks,Lumpsum,7756.17
701513,NV402879,2026-03-02,Direct Stocks,SIP,1833.16
701514,NV402879,2026-07-05,Mutual Fund - Debt,Lumpsum,22264.86
701515,NV402880,2026-02-28,Mutual Fund - Equity,Lumpsum,20050.59
701516,NV402881,2026-02-09,Mutual Fund - Equity,SIP,2960.14
701517,NV402883,2026-02-06,Direct Stocks,SIP,1007.49
701518,NV402884,2026-02-15,Mutual Fund - Equity,SIP,1244.15
701519,NV402885,2026-02-10,Mutual Fund - Equity,SIP,1988.86
701520,NV402886,2026-02-24,Direct Stocks,Lumpsum,5163.0
701521,NV402886,2026-05-25,Mutual Fund - Hybrid,SIP,2764.69
701522,NV402889,2026-02-28,Mutual Fund - Hybrid,SIP,1796.34
701523,NV402893,2026-02-14,Direct Stocks,Lumpsum,9480.85
701524,NV402893,2026-04-28,Mutual Fund - Debt,SIP,872.75
701525,NV402894,2026-02-05,Mutual Fund - Equity,SIP,1895.6
701526,NV402894,2026-04-17,Mutual Fund - Debt,SIP,5602.0
701527,NV402895,2026-02-05,Mutual Fund - Equity,SIP,3354.55
701528,NV402895,2026-03-30,Mutual Fund - Hybrid,SIP,2648.53
701529,NV402899,2026-02-19,Mutual Fund - Equity,SIP,3011.32
701530,NV402899,2026-07-18,Mutual Fund - Hybrid,Lumpsum,10171.69
701531,NV402900,2026-02-10,Direct Stocks,SIP,3100.08
701532,NV402902,2026-02-13,Mutual Fund - Equity,SIP,6461.36
701533,NV402903,2026-03-01,Mutual Fund - Equity,Lumpsum,5636.23
701534,NV402904,2026-02-07,Mutual Fund - Equity,Lumpsum,27377.96
701535,NV402904,2026-07-05,Mutual Fund - Hybrid,SIP,3585.27
701536,NV402905,2026-02-23,Direct Stocks,SIP,2486.38
701537,NV402905,2026-03-24,Mutual Fund - Hybrid,SIP,4288.26
701538,NV402909,2026-02-08,Direct Stocks,SIP,2399.32
701539,NV402909,2026-03-30,Mutual Fund - Hybrid,Lumpsum,10417.4
701540,NV402915,2026-02-14,Direct Stocks,Lumpsum,21298.32
701541,NV402915,2026-03-16,Mutual Fund - Equity,SIP,858.06
701542,NV402923,2026-02-20,ETF,Lumpsum,5345.03
701543,NV402926,2026-02-17,Mutual Fund - Equity,SIP,1806.39
701544,NV402928,2026-02-04,Mutual Fund - Equity,SIP,3885.6
701545,NV402930,2026-02-12,Direct Stocks,Lumpsum,7791.02
701546,NV402932,2026-02-15,Direct Stocks,SIP,2752.22
701547,NV402934,2026-02-14,ETF,SIP,2934.31
701548,NV402934,2026-03-29,Direct Stocks,Lumpsum,4853.58
701549,NV402937,2026-02-15,Direct Stocks,SIP,2075.88
701550,NV402937,2026-04-06,Mutual Fund - Hybrid,SIP,1566.07
701551,NV402938,2026-02-26,Direct Stocks,Lumpsum,10648.15
701552,NV402939,2026-02-14,ETF,SIP,1281.76
701553,NV402939,2026-04-30,Mutual Fund - Equity,SIP,1662.91
701554,NV402941,2026-03-01,Mutual Fund - Equity,SIP,2160.72
701555,NV402941,2026-05-18,ETF,SIP,1027.39
701556,NV402945,2026-02-17,Mutual Fund - Equity,Lumpsum,9419.95
701557,NV402946,2026-02-19,Mutual Fund - Equity,Lumpsum,18445.18
701558,NV402946,2026-04-29,Mutual Fund - Hybrid,Lumpsum,6639.15
701559,NV402947,2026-02-06,Mutual Fund - Equity,Lumpsum,25265.0
701560,NV402948,2026-02-05,Direct Stocks,SIP,3080.69
701561,NV402948,2026-06-29,Mutual Fund - Debt,SIP,3451.01
701562,NV402953,2026-02-24,Mutual Fund - Equity,SIP,2802.1
701563,NV402954,2026-02-22,Mutual Fund - Equity,SIP,1593.33
701564,NV402954,2026-04-07,Mutual Fund - Debt,SIP,2026.88
701565,NV402956,2026-02-28,Mutual Fund - Equity,Lumpsum,4687.28
701566,NV402960,2026-02-20,Mutual Fund - Hybrid,SIP,3139.21
701567,NV402960,2026-04-26,Mutual Fund - Equity,SIP,2995.15
701568,NV402961,2026-02-17,Mutual Fund - Debt,Lumpsum,5926.21
701569,NV402963,2026-02-18,Direct Stocks,SIP,2512.1
701570,NV402969,2026-02-17,Mutual Fund - Debt,SIP,3607.15
701571,NV402973,2026-02-27,Mutual Fund - Hybrid,SIP,2268.08
701572,NV402973,2026-07-05,Direct Stocks,Lumpsum,14241.64
701573,NV402975,2026-02-28,Direct Stocks,Lumpsum,25889.65
701574,NV402976,2026-02-26,Direct Stocks,SIP,1932.95
701575,NV402977,2026-02-09,Mutual Fund - Equity,SIP,2974.49
701576,NV402978,2026-02-07,Mutual Fund - Hybrid,SIP,9681.88
701577,NV402980,2026-02-23,Mutual Fund - Equity,SIP,2153.43
701578,NV402981,2026-02-16,Mutual Fund - Hybrid,Lumpsum,10539.72
701579,NV402981,2026-04-07,Direct Stocks,Lumpsum,6962.33
701580,NV402983,2026-02-03,Mutual Fund - Equity,SIP,1947.94
701581,NV402988,2026-02-10,Mutual Fund - Equity,Lumpsum,30547.11
701582,NV402991,2026-02-09,Mutual Fund - Debt,Lumpsum,7753.54
701583,NV402994,2026-02-18,Mutual Fund - Hybrid,SIP,4091.76
701584,NV402996,2026-02-06,Mutual Fund - Equity,SIP,4484.55
701585,NV402997,2026-02-04,Mutual Fund - Equity,SIP,8017.76
701586,NV402997,2026-04-28,ETF,Lumpsum,8160.79
701587,NV403000,2026-02-16,Direct Stocks,Lumpsum,20386.26
701588,NV403004,2026-02-03,Mutual Fund - Equity,SIP,6232.23
701589,NV403007,2026-02-13,Mutual Fund - Hybrid,Lumpsum,6964.85
701590,NV403009,2026-02-18,Mutual Fund - Equity,Lumpsum,16105.88
701591,NV403010,2026-02-12,Mutual Fund - Equity,SIP,5767.1
701592,NV403011,2026-02-09,ETF,SIP,7956.26
701593,NV403013,2026-02-03,Mutual Fund - Hybrid,Lumpsum,8222.59
701594,NV403017,2026-02-03,Direct Stocks,Lumpsum,17911.37
701595,NV403019,2026-02-12,Mutual Fund - Debt,SIP,4067.77
701596,NV403020,2026-02-13,Direct Stocks,SIP,2089.73
701597,NV403023,2026-02-21,Mutual Fund - Debt,Lumpsum,9817.78
701598,NV403023,2026-04-19,Direct Stocks,SIP,1997.69
701599,NV403024,2026-02-15,Direct Stocks,SIP,914.03
701600,NV403031,2026-02-18,Mutual Fund - Hybrid,SIP,1111.23
701601,NV403031,2026-07-04,Direct Stocks,Lumpsum,1716.29
701602,NV403032,2026-02-05,Direct Stocks,SIP,4584.11
701603,NV403033,2026-02-07,Mutual Fund - Equity,SIP,3588.3
701604,NV403038,2026-02-08,Mutual Fund - Debt,SIP,3521.23
701605,NV403038,2026-06-04,ETF,Lumpsum,4226.75
701606,NV403041,2026-02-16,Mutual Fund - Debt,SIP,2678.82
701607,NV403043,2026-02-11,Mutual Fund - Equity,SIP,1314.89
701608,NV403043,2026-05-22,Direct Stocks,Lumpsum,3231.0
701609,NV403047,2026-02-24,Mutual Fund - Hybrid,SIP,4091.75
701610,NV403051,2026-02-07,Mutual Fund - Debt,SIP,2413.35
701611,NV403058,2026-02-12,ETF,Lumpsum,19903.96
701612,NV403058,2026-03-09,Direct Stocks,SIP,1510.21
701613,NV403060,2026-02-16,ETF,Lumpsum,20568.67
701614,NV403062,2026-02-03,Mutual Fund - Debt,SIP,4201.17
701615,NV403063,2026-02-16,Mutual Fund - Hybrid,Lumpsum,11752.3
701616,NV403063,2026-03-10,Mutual Fund - Equity,SIP,3693.1
701617,NV403064,2026-02-27,Mutual Fund - Equity,SIP,3170.87
701618,NV403064,2026-05-30,Mutual Fund - Debt,SIP,4600.29
701619,NV403066,2026-02-15,Mutual Fund - Equity,SIP,3121.2
701620,NV403071,2026-02-10,Direct Stocks,SIP,2678.69
701621,NV403071,2026-06-29,Mutual Fund - Equity,SIP,1846.51
701622,NV403075,2026-02-17,Mutual Fund - Equity,Lumpsum,6682.48
701623,NV403075,2026-04-01,Mutual Fund - Debt,Lumpsum,14764.97
701624,NV403076,2026-02-21,Direct Stocks,SIP,3923.12
701625,NV403077,2026-02-08,Mutual Fund - Equity,Lumpsum,15259.4
701626,NV403078,2026-02-12,Mutual Fund - Debt,SIP,3297.2
701627,NV403079,2026-02-20,Direct Stocks,Lumpsum,10085.68
701628,NV403080,2026-02-27,Mutual Fund - Hybrid,SIP,4051.67
701629,NV403081,2026-02-16,Mutual Fund - Equity,Lumpsum,2732.35
701630,NV403088,2026-02-14,ETF,SIP,3879.11
701631,NV403092,2026-02-25,Mutual Fund - Equity,Lumpsum,7843.26
701632,NV403092,2026-03-24,Direct Stocks,Lumpsum,34163.7
701633,NV403093,2026-02-23,Mutual Fund - Debt,SIP,3388.86
701634,NV403093,2026-04-02,Mutual Fund - Equity,Lumpsum,6800.18
701635,NV403095,2026-02-14,Mutual Fund - Equity,SIP,1225.43
701636,NV403095,2026-04-15,Mutual Fund - Hybrid,SIP,2129.68
701637,NV403097,2026-02-21,Mutual Fund - Debt,SIP,4699.64
701638,NV403097,2026-05-11,ETF,SIP,548.25
701639,NV403098,2026-02-15,Mutual Fund - Equity,SIP,10724.72
701640,NV403098,2026-05-04,Direct Stocks,Lumpsum,5388.96
701641,NV403101,2026-02-16,Mutual Fund - Equity,SIP,4383.7
701642,NV403101,2026-06-18,Direct Stocks,SIP,2170.61
701643,NV403102,2026-02-05,Mutual Fund - Debt,SIP,3817.41
701644,NV403104,2026-02-08,Mutual Fund - Hybrid,SIP,1782.97
701645,NV403105,2026-02-25,Mutual Fund - Equity,Lumpsum,24751.63
701646,NV403106,2026-03-02,Mutual Fund - Debt,Lumpsum,9227.93
701647,NV403106,2026-04-04,ETF,SIP,4040.87
701648,NV403110,2026-02-27,Mutual Fund - Equity,SIP,5472.38
701649,NV403111,2026-02-22,Mutual Fund - Hybrid,SIP,3533.81
701650,NV403112,2026-03-02,Mutual Fund - Equity,SIP,1837.29
701651,NV403113,2026-02-04,ETF,SIP,1608.28
701652,NV403116,2026-02-26,ETF,SIP,3579.9
701653,NV403117,2026-02-17,Mutual Fund - Hybrid,Lumpsum,9246.3
701654,NV403117,2026-07-16,Mutual Fund - Equity,SIP,2905.77
701655,NV403118,2026-03-01,Mutual Fund - Hybrid,SIP,3573.62
701656,NV403122,2026-02-13,Direct Stocks,Lumpsum,6654.13
701657,NV403124,2026-02-18,Mutual Fund - Equity,SIP,6455.58
701658,NV403126,2026-02-27,Mutual Fund - Debt,SIP,2726.43
701659,NV403126,2026-07-03,Mutual Fund - Equity,Lumpsum,17103.09
701660,NV403132,2026-02-20,ETF,SIP,2026.88
701661,NV403134,2026-02-21,Mutual Fund - Debt,Lumpsum,11219.77
701662,NV403134,2026-04-07,Direct Stocks,Lumpsum,12611.73
701663,NV403136,2026-02-22,Mutual Fund - Equity,SIP,2649.51
701664,NV403137,2026-02-24,Direct Stocks,Lumpsum,16744.04
701665,NV403144,2026-02-04,Mutual Fund - Hybrid,Lumpsum,8122.45
701666,NV403145,2026-02-26,Direct Stocks,SIP,2355.68
701667,NV403149,2026-02-10,Direct Stocks,SIP,7822.24
701668,NV403151,2026-02-02,Mutual Fund - Equity,Lumpsum,13025.02
701669,NV403151,2026-04-05,Direct Stocks,Lumpsum,8136.1
701670,NV403153,2026-02-08,Direct Stocks,SIP,1880.05
701671,NV403154,2026-02-10,Direct Stocks,SIP,1743.48
701672,NV403154,2026-04-04,Mutual Fund - Hybrid,SIP,2242.68
701673,NV403156,2026-02-26,Mutual Fund - Equity,SIP,1422.72
701674,NV403156,2026-04-18,Mutual Fund - Hybrid,Lumpsum,6263.22
701675,NV403158,2026-02-10,Mutual Fund - Equity,Lumpsum,7534.88
701676,NV403161,2026-02-13,Mutual Fund - Equity,Lumpsum,4247.5
701677,NV403162,2026-02-09,ETF,SIP,2037.57
701678,NV403162,2026-03-14,Mutual Fund - Equity,SIP,2979.72
701679,NV403163,2026-02-18,Mutual Fund - Debt,SIP,5907.9
701680,NV403165,2026-02-18,Mutual Fund - Hybrid,SIP,2150.33
701681,NV403165,2026-03-22,ETF,SIP,1800.4
701682,NV403166,2026-02-09,Mutual Fund - Equity,SIP,7382.41
701683,NV403166,2026-07-03,Mutual Fund - Debt,Lumpsum,3532.01
701684,NV403167,2026-02-16,Direct Stocks,SIP,5011.45
701685,NV403168,2026-02-22,ETF,SIP,2651.03
701686,NV403168,2026-05-14,Direct Stocks,SIP,3921.01
701687,NV403172,2026-02-11,Mutual Fund - Equity,SIP,2993.83
701688,NV403172,2026-03-18,Direct Stocks,SIP,1243.87
701689,NV403175,2026-02-19,Direct Stocks,SIP,2417.85
701690,NV403175,2026-07-04,Mutual Fund - Hybrid,SIP,3215.3
701691,NV403176,2026-02-05,Mutual Fund - Debt,Lumpsum,9704.17
701692,NV403177,2026-02-28,ETF,Lumpsum,10054.4
701693,NV403179,2026-02-15,Direct Stocks,Lumpsum,6711.81
701694,NV403182,2026-02-05,Mutual Fund - Debt,Lumpsum,9761.98
701695,NV403182,2026-03-07,Mutual Fund - Equity,Lumpsum,3106.97
701696,NV403183,2026-02-14,Mutual Fund - Equity,Lumpsum,16110.42
701697,NV403184,2026-02-11,Mutual Fund - Equity,Lumpsum,15742.15
701698,NV403189,2026-02-07,Mutual Fund - Equity,Lumpsum,7937.4
701699,NV403193,2026-02-27,Mutual Fund - Equity,Lumpsum,9113.28
701700,NV403194,2026-02-10,Mutual Fund - Equity,SIP,4907.7
701701,NV403194,2026-06-13,ETF,SIP,2974.31
701702,NV403196,2026-02-14,Mutual Fund - Equity,Lumpsum,14408.47
701703,NV403196,2026-06-21,Direct Stocks,Lumpsum,8320.07
701704,NV403198,2026-03-05,Mutual Fund - Hybrid,SIP,963.26
701705,NV403199,2026-02-10,Mutual Fund - Debt,Lumpsum,10117.71
701706,NV403202,2026-03-01,Mutual Fund - Debt,Lumpsum,13684.19
701707,NV403203,2026-02-13,Direct Stocks,SIP,3001.96
701708,NV403203,2026-06-22,Mutual Fund - Hybrid,SIP,2828.42
701709,NV403204,2026-02-12,Mutual Fund - Equity,SIP,3312.46
701710,NV403205,2026-02-03,Mutual Fund - Hybrid,SIP,4087.19
701711,NV403206,2026-02-27,ETF,Lumpsum,8803.51
701712,NV403207,2026-02-14,Direct Stocks,Lumpsum,4035.26
701713,NV403207,2026-03-06,ETF,SIP,4020.07
701714,NV403210,2026-02-17,Direct Stocks,Lumpsum,9904.49
701715,NV403211,2026-02-13,Mutual Fund - Debt,SIP,5989.67
701716,NV403211,2026-05-08,Mutual Fund - Hybrid,SIP,2365.22
701717,NV403216,2026-02-17,Mutual Fund - Equity,SIP,2678.46
701718,NV403219,2026-02-13,Mutual Fund - Hybrid,SIP,2184.53
701719,NV403220,2026-02-15,Mutual Fund - Debt,Lumpsum,26583.66
701720,NV403221,2026-02-27,Mutual Fund - Equity,SIP,4750.84
701721,NV403222,2026-02-22,Mutual Fund - Equity,SIP,6435.34
701722,NV403224,2026-02-04,Direct Stocks,Lumpsum,40881.16
701723,NV403225,2026-02-14,Mutual Fund - Equity,Lumpsum,22204.69
701724,NV403225,2026-04-04,ETF,SIP,1636.77
701725,NV403228,2026-02-11,Mutual Fund - Equity,Lumpsum,16304.49
701726,NV403230,2026-02-15,Mutual Fund - Equity,SIP,2296.87
701727,NV403231,2026-02-28,Mutual Fund - Equity,SIP,3181.73
701728,NV403231,2026-06-13,Mutual Fund - Debt,SIP,3524.38
701729,NV403236,2026-02-14,ETF,Lumpsum,7258.2
701730,NV403240,2026-02-19,Mutual Fund - Debt,SIP,4504.19
701731,NV403240,2026-04-22,Mutual Fund - Equity,SIP,910.8
701732,NV403241,2026-02-07,Direct Stocks,Lumpsum,19806.36
701733,NV403242,2026-02-07,Direct Stocks,SIP,1516.94
701734,NV403245,2026-02-18,Mutual Fund - Hybrid,SIP,3694.75
701735,NV403245,2026-07-13,Direct Stocks,Lumpsum,13487.74
701736,NV403247,2026-02-16,Mutual Fund - Equity,Lumpsum,14356.86
701737,NV403251,2026-02-28,Mutual Fund - Equity,SIP,6844.09
701738,NV403259,2026-02-01,Mutual Fund - Equity,Lumpsum,8602.03
701739,NV403260,2026-02-05,Mutual Fund - Hybrid,Lumpsum,14360.3
701740,NV403262,2026-02-20,Mutual Fund - Equity,SIP,3134.19
701741,NV403262,2026-06-21,ETF,Lumpsum,10534.98
701742,NV403264,2026-02-11,Mutual Fund - Equity,SIP,1303.46
701743,NV403270,2026-02-11,Mutual Fund - Equity,Lumpsum,14847.56
701744,NV403270,2026-07-04,Mutual Fund - Debt,Lumpsum,21644.61
701745,NV403272,2026-02-14,Mutual Fund - Hybrid,SIP,1269.59
701746,NV403277,2026-02-18,Direct Stocks,SIP,7000.16
701747,NV403277,2026-06-19,Mutual Fund - Equity,SIP,2068.01
701748,NV403278,2026-02-05,Mutual Fund - Equity,SIP,1511.52
701749,NV403279,2026-02-02,Mutual Fund - Equity,Lumpsum,8954.36
701750,NV403280,2026-02-10,Mutual Fund - Equity,Lumpsum,15440.06
701751,NV403282,2026-02-21,Mutual Fund - Equity,SIP,971.38
701752,NV403283,2026-02-19,Direct Stocks,SIP,2261.56
701753,NV403285,2026-02-16,Direct Stocks,SIP,2420.43
701754,NV403286,2026-02-02,Mutual Fund - Equity,SIP,3724.64
701755,NV403288,2026-02-04,Mutual Fund - Equity,SIP,2088.14
701756,NV403289,2026-02-17,Mutual Fund - Equity,SIP,1185.75
701757,NV403291,2026-02-11,Mutual Fund - Hybrid,SIP,3337.58
701758,NV403291,2026-06-09,Mutual Fund - Debt,Lumpsum,2643.53
701759,NV403293,2026-02-23,Mutual Fund - Debt,SIP,1992.68
701760,NV403296,2026-02-18,Direct Stocks,SIP,2751.74
701761,NV403296,2026-06-03,Mutual Fund - Equity,SIP,13465.94
701762,NV403298,2026-02-27,Mutual Fund - Debt,SIP,3573.51
701763,NV403301,2026-02-13,Mutual Fund - Debt,SIP,2607.17
701764,NV403303,2026-02-10,Mutual Fund - Hybrid,SIP,4131.69
701765,NV403303,2026-06-01,ETF,Lumpsum,17296.83
701766,NV403305,2026-02-18,Mutual Fund - Equity,SIP,2320.05
701767,NV403305,2026-06-05,Direct Stocks,SIP,2281.07
701768,NV403306,2026-02-06,Direct Stocks,Lumpsum,25126.62
701769,NV403306,2026-05-02,Mutual Fund - Debt,Lumpsum,7858.18
701770,NV403308,2026-02-14,Mutual Fund - Equity,SIP,2914.87
701771,NV403311,2026-02-08,Direct Stocks,Lumpsum,8539.32
701772,NV403316,2026-02-18,Mutual Fund - Equity,SIP,2927.47
701773,NV403317,2026-02-03,Mutual Fund - Equity,Lumpsum,1112.52
701774,NV403322,2026-02-09,Mutual Fund - Equity,SIP,1441.86
701775,NV403323,2026-02-13,Mutual Fund - Debt,Lumpsum,6242.37
701776,NV403323,2026-04-18,Mutual Fund - Equity,Lumpsum,9725.21
701777,NV403324,2026-02-07,ETF,Lumpsum,15412.15
701778,NV403324,2026-05-31,Mutual Fund - Equity,Lumpsum,16098.34
701779,NV403325,2026-02-07,Direct Stocks,SIP,4085.36
701780,NV403328,2026-02-20,Direct Stocks,SIP,2199.16
701781,NV403328,2026-04-28,Mutual Fund - Debt,Lumpsum,9319.9
701782,NV403330,2026-02-28,Mutual Fund - Debt,SIP,3664.39
701783,NV403330,2026-04-25,Direct Stocks,SIP,3355.29
701784,NV403333,2026-02-10,Mutual Fund - Equity,Lumpsum,5240.68
701785,NV403339,2026-02-25,Mutual Fund - Debt,Lumpsum,9977.42
701786,NV403339,2026-05-28,Mutual Fund - Equity,Lumpsum,4261.08
701787,NV403340,2026-02-04,Mutual Fund - Equity,Lumpsum,13316.28
701788,NV403342,2026-02-08,Direct Stocks,SIP,1721.67
701789,NV403344,2026-02-28,Mutual Fund - Equity,Lumpsum,5852.94
701790,NV403345,2026-02-14,ETF,SIP,1616.48
701791,NV403345,2026-07-08,Mutual Fund - Hybrid,Lumpsum,8357.92
701792,NV403346,2026-02-18,Mutual Fund - Equity,SIP,2456.82
701793,NV403350,2026-02-27,Mutual Fund - Equity,SIP,2565.4
701794,NV403350,2026-04-28,Mutual Fund - Debt,SIP,3490.74
701795,NV403355,2026-02-15,Mutual Fund - Debt,Lumpsum,13067.61
701796,NV403357,2026-02-02,Mutual Fund - Equity,SIP,1076.97
701797,NV403357,2026-04-03,ETF,Lumpsum,29650.72
701798,NV403358,2026-02-06,Mutual Fund - Debt,SIP,4153.53
701799,NV403359,2026-02-21,Mutual Fund - Hybrid,SIP,2004.78
701800,NV403360,2026-02-23,Mutual Fund - Equity,SIP,2933.21
701801,NV403365,2026-02-07,Direct Stocks,SIP,2096.1
701802,NV403365,2026-03-07,Mutual Fund - Debt,SIP,1383.64
701803,NV403366,2026-02-22,Mutual Fund - Equity,Lumpsum,3766.98
701804,NV403370,2026-02-21,ETF,SIP,5387.45
701805,NV403370,2026-06-27,Mutual Fund - Equity,SIP,2063.39
701806,NV403374,2026-02-11,Mutual Fund - Equity,Lumpsum,7236.9
701807,NV403375,2026-02-12,Mutual Fund - Debt,SIP,3243.25
701808,NV403377,2026-02-25,Direct Stocks,Lumpsum,9278.55
701809,NV403377,2026-03-24,ETF,Lumpsum,10222.42
701810,NV403382,2026-02-25,Mutual Fund - Equity,SIP,1571.52
701811,NV403382,2026-06-08,ETF,SIP,2240.82
701812,NV403385,2026-02-25,Mutual Fund - Equity,SIP,2592.82
701813,NV403388,2026-02-15,Mutual Fund - Equity,SIP,2187.02
701814,NV403388,2026-07-10,ETF,SIP,1541.18
701815,NV403391,2026-02-13,Mutual Fund - Equity,Lumpsum,7486.86
701816,NV403396,2026-02-24,Mutual Fund - Hybrid,SIP,2924.35
701817,NV403396,2026-05-29,Direct Stocks,SIP,1876.18
701818,NV403397,2026-02-24,Mutual Fund - Equity,SIP,8266.4
701819,NV403398,2026-02-24,Mutual Fund - Debt,SIP,2322.74
701820,NV403399,2026-02-08,Direct Stocks,SIP,2868.26
